,text,clean,tokens
0,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><p><b>Location(s): Calgary, AB</b></p><p><b>Montreal, QC Canada </b></p><p><b>Job Description</b></p><p>Intelius Analytics is seeking enthusiastic individuals to join the diverse and vibrant team working together to lead the growth and expansion of Canada’s flag carrier. As a Data Scientist at Intelius Analytics, you will drive the analytical scope and method for projects using Mathematics, Stats, Machine Learning and Business Understanding to derive structure and knowledge from raw data. We are looking for a data scientist that will help us discover the information hidden in vast amounts of data and help our clients make smarter decisions to deliver even better products and services. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with client’s products and services.</p><ul><li>Accountable for the manipulation of complex and extremely varied data sets of the clients and external sources to solve real world problems</li><li>Design, develop and evaluate innovative models, data science products and solutions for clients as well as for our data science team</li><li>Oversee the day-to-day operations including the testing and maintenance of data science solutions</li><li>Write highly optimized code to advance Data Science Toolbox and practice</li><li>Work in a multi-disciplinary environment with specialists in machine learning, data engineering and design and provide acquired expertise in these areas</li><li>Ensure the optimization of data science models, including feature selection and build, using different techniques in the data science toolbox</li><li>Accountable for the integrity of clients’ data extended to third party sources</li><li>Ensure the continued enhancement of data collection procedures, including information that is relevant for the building analytical solutions</li><li>Accountable for the integrity of data used for analysis and modeling</li><li>Develop automated processes for large scale data analysis</li><li>Provide technical guidance to junior members of the team</li></ul><p>*<br/>** Calgary or Montreal based candidates preferred.</p><p><b>Qualifications</b></p><ul><li>MSc or PhD level in the field of Computer Science, Machine Learning, Applied Statistics, or Mathematics</li><li>Certified Analytics Professional (CAP) certification preferred</li><li>2 to 5 years of experience as a data scientist or in a similar role</li><li>Experience in statistical modelling and machine learning techniques</li><li>Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.</li><li>Experience with common data science toolkits, such as Scikit learn, Azure ML, R, Weka, NumPy, MatLab,etc</li><li>Programming experience in at least two of the following languages: R, Python, Scala, SQL Experience in applying data science methods to business problems</li><li>Experience in applying advanced analytical and statistical methods in the commercial world Strong presentation and communication skills, with the ability to explain complex analytical concepts to people from other fields</li><li>Knowledge of distributed computing</li><li>Experience with data visualization tools such as D3.js, GGplot, etc.</li><li>Proficiency in using query languages such as SQL, Hive, Pig</li><li>Experience with NoSQL databases, such as MongoDB, Cassandra, HBase</li><li>Good applied statistics skills, such as distributions, statistical testing, regression, etc.</li><li>Good scripting and programming skills</li><li>Data-oriented personality</li></ul><p>*<br/>We thank all applicants for their interest in the position; however, we will only communicate with selected candidates.</p><p>Job Type: Full-time</p></div>",location calgary abmontreal qc canada job analytics seeking enthusiastic individuals join diverse vibrant team working lead growth expansion canada flag carrier data scientist intelius analytics drive analytical scope method projects mathematics stats machine learning business understanding derive structure knowledge raw data looking data scientist help discover information hidden vast amounts data help clients smarter decisions deliver better products services primary focus applying data mining techniques statistical analysis building high quality prediction systems integrated client products services accountable manipulation complex extremely varied data sets clients external sources solve real world problemsdesign develop evaluate innovative models data science products solutions clients data science teamoversee day day operations including testing maintenance data science solutionswrite highly optimized code advance data science toolbox practicework multi disciplinary environment specialists machine learning data engineering design provide acquired expertise areasensure optimization data science models including feature selection build different techniques data science integrity clients data extended party sourcesensure continued enhancement data collection procedures including information relevant building analytical integrity data analysis modelingdevelop automated processes large scale data analysisprovide technical guidance junior members team calgary montreal based candidates preferred phd level field computer science machine learning applied statistics analytics professional cap certification preferred years experience data scientist similar roleexperience statistical modelling machine learning understanding machine learning techniques algorithms nn naive bayes svm decision forests etc experience common data science toolkits scikit learn azure ml weka numpy matlab etcprogramming experience following languages python scala sql experience applying data science methods business applying advanced analytical statistical methods commercial world strong presentation communication skills ability explain complex analytical concepts people fieldsknowledge distributed data visualization tools js ggplot etc proficiency query languages sql hive pigexperience nosql databases mongodb cassandra hbasegood applied statistics skills distributions statistical testing regression etc good scripting programming skillsdata oriented personality we thank applicants interest position communicate selected candidates job type time,"['location', 'calgary', 'abmontreal', 'qc', 'canada', 'job', 'analytics', 'seeking', 'enthusiastic', 'individuals', 'join', 'diverse', 'vibrant', 'team', 'working', 'lead', 'growth', 'expansion', 'canada', 'flag', 'carrier', 'data', 'scientist', 'intelius', 'analytics', 'drive', 'analytical', 'scope', 'method', 'projects', 'mathematics', 'stats', 'machine', 'learning', 'business', 'understanding', 'derive', 'structure', 'knowledge', 'raw', 'data', 'looking', 'data', 'scientist', 'help', 'discover', 'information', 'hidden', 'vast', 'amounts', 'data', 'help', 'clients', 'smarter', 'decisions', 'deliver', 'better', 'products', 'services', 'primary', 'focus', 'applying', 'data', 'mining', 'techniques', 'statistical', 'analysis', 'building', 'high', 'quality', 'prediction', 'systems', 'integrated', 'client', 'products', 'services', 'accountable', 'manipulation', 'complex', 'extremely', 'varied', 'data', 'sets', 'clients', 'external', 'sources', 'solve', 'real', 'world', 'problemsdesign', 'develop', 'evaluate', 'innovative', 'models', 'data', 'science', 'products', 'solutions', 'clients', 'data', 'science', 'teamoversee', 'day', 'day', 'operations', 'including', 'testing', 'maintenance', 'data', 'science', 'solutionswrite', 'highly', 'optimized', 'code', 'advance', 'data', 'science', 'toolbox', 'practicework', 'multi', 'disciplinary', 'environment', 'specialists', 'machine', 'learning', 'data', 'engineering', 'design', 'provide', 'acquired', 'expertise', 'areasensure', 'optimization', 'data', 'science', 'models', 'including', 'feature', 'selection', 'build', 'different', 'techniques', 'data', 'science', 'integrity', 'clients', 'data', 'extended', 'party', 'sourcesensure', 'continued', 'enhancement', 'data', 'collection', 'procedures', 'including', 'information', 'relevant', 'building', 'analytical', 'integrity', 'data', 'analysis', 'modelingdevelop', 'automated', 'processes', 'large', 'scale', 'data', 'analysisprovide', 'technical', 'guidance', 'junior', 'members', 'team', 'calgary', 'montreal', 'based', 'candidates', 'preferred', 'phd', 'level', 'field', 'computer', 'science', 'machine', 'learning', 'applied', 'statistics', 'analytics', 'professional', 'cap', 'certification', 'preferred', 'years', 'experience', 'data', 'scientist', 'similar', 'roleexperience', 'statistical', 'modelling', 'machine', 'learning', 'understanding', 'machine', 'learning', 'techniques', 'algorithms', 'nn', 'naive', 'bayes', 'svm', 'decision', 'forests', 'etc', 'experience', 'common', 'data', 'science', 'toolkits', 'scikit', 'learn', 'azure', 'ml', 'weka', 'numpy', 'matlab', 'etcprogramming', 'experience', 'following', 'languages', 'python', 'scala', 'sql', 'experience', 'applying', 'data', 'science', 'methods', 'business', 'applying', 'advanced', 'analytical', 'statistical', 'methods', 'commercial', 'world', 'strong', 'presentation', 'communication', 'skills', 'ability', 'explain', 'complex', 'analytical', 'concepts', 'people', 'fieldsknowledge', 'distributed', 'data', 'visualization', 'tools', 'js', 'ggplot', 'etc', 'proficiency', 'query', 'languages', 'sql', 'hive', 'pigexperience', 'nosql', 'databases', 'mongodb', 'cassandra', 'hbasegood', 'applied', 'statistics', 'skills', 'distributions', 'statistical', 'testing', 'regression', 'etc', 'good', 'scripting', 'programming', 'skillsdata', 'oriented', 'personality', 'we', 'thank', 'applicants', 'interest', 'position', 'communicate', 'selected', 'candidates', 'job', 'type', 'time']"
